user_id,event_date,country,segment,device,acquisition_channel,primary_feature_used,experiment_group,DAU,WAU,MAU,stickiness_ratio,conversion_rate,d1_retention,d7_retention,d30_retention,churn_rate,revenue_per_user,session_frequency,activation_rate,feature_adoption_rate,engagement_score,engagement_band
USR-100274,2025-12-22,UK,Premium,Tablet,Referral,AI Assistant,Variant A,2645,12493,38083,0.0695,0.3126,0.6801,0.4387,0.3484,0.723,5.67,5.47,0.6966,0.7293,47,Low
USR-100275,2025-05-05,USA,Enterprise,Mobile,Social,AI Assistant,Variant A,3669,11830,35199,0.1042,0.3008,0.7355,0.5044,0.3515,0.7547,49.75,4.15,0.5653,0.415,75,High
USR-100276,2025-04-03,Canada,Premium,Desktop,Organic,Recommendations,Variant B,6584,17596,24359,0.2703,0.282,0.7867,0.5504,0.4142,0.7005,5.0,5.07,0.6463,0.4998,84,High
USR-100277,2025-12-11,Canada,Enterprise,Desktop,Referral,Search,Variant A,5090,9370,34216,0.1488,0.2244,0.8267,0.7027,0.5388,0.4823,16.75,4.59,0.6812,0.6663,55,Medium
USR-100278,2025-08-18,Germany,Enterprise,Mobile,Email,AI Assistant,Variant B,5898,15749,47016,0.1254,0.285,0.743,0.6147,0.4842,0.6076,34.67,5.66,0.6295,0.788,93,High
USR-100279,2025-11-01,UK,Free,Tablet,Social,Search,Variant B,6227,9619,21786,0.2858,0.2102,0.7232,0.4648,0.3691,0.6819,47.71,4.53,0.6948,0.6726,56,Medium
USR-100280,2025-10-16,USA,Free,Desktop,Paid Search,AI Assistant,Control,6284,14831,41562,0.1512,0.2942,0.658,0.4465,0.2832,0.8274,38.98,4.11,0.5298,0.4147,80,High
USR-100281,2025-09-23,Germany,Premium,Tablet,Social,AI Assistant,Variant A,5571,17082,36567,0.1524,0.3225,0.6491,0.4757,0.3224,0.7381,30.5,2.3,0.5207,0.7654,82,High
USR-100282,2025-03-19,Germany,Free,Mobile,Paid Search,Checkout,Variant A,3825,6227,42865,0.0892,0.2522,0.7071,0.436,0.2918,0.7953,21.4,6.09,0.7316,0.5058,38,Low
USR-100283,2025-06-09,UK,Premium,Mobile,Referral,Recommendations,Variant A,3810,13270,31827,0.1197,0.2453,0.7083,0.5441,0.4209,0.6971,38.46,3.91,0.5916,0.4414,91,High
USR-100284,2025-06-13,UK,Enterprise,Mobile,Paid Search,Messaging,Control,1550,8469,16397,0.0945,0.3045,0.8021,0.6145,0.4998,0.56,26.4,4.07,0.4702,0.5608,39,Low
USR-100285,2025-09-22,Germany,Premium,Mobile,Referral,Messaging,Variant B,2429,13471,28965,0.0839,0.3074,0.6628,0.3878,0.2474,0.7803,30.35,4.74,0.7439,0.7811,67,Medium
USR-100286,2025-04-06,India,Free,Desktop,Social,Recommendations,Variant B,6246,15326,46250,0.135,0.195,0.7898,0.6674,0.4909,0.5542,54.66,6.92,0.484,0.7189,28,Low
USR-100287,2025-07-19,USA,Enterprise,Mobile,Social,Messaging,Variant B,1036,6555,25041,0.0414,0.2928,0.6478,0.3892,0.2145,0.8161,45.72,5.78,0.6413,0.381,60,Medium
USR-100288,2025-07-07,Germany,Enterprise,Tablet,Email,AI Assistant,Variant A,3670,8898,43884,0.0836,0.3124,0.8102,0.6249,0.5434,0.5349,33.42,2.44,0.6012,0.6546,39,Low
USR-100289,2025-07-18,Germany,Enterprise,Mobile,Email,AI Assistant,Variant A,6007,14438,26924,0.2231,0.2407,0.7652,0.5376,0.3599,0.6703,37.67,4.9,0.628,0.5246,69,Medium
USR-100290,2025-10-30,UK,Free,Mobile,Email,Messaging,Control,1694,5888,31412,0.0539,0.2534,0.7896,0.6282,0.5048,0.5875,38.22,5.05,0.7355,0.7736,40,Low
USR-100291,2025-09-19,Germany,Free,Desktop,Social,Messaging,Variant A,4182,13034,27069,0.1545,0.3004,0.6816,0.547,0.4471,0.6606,27.03,4.03,0.5367,0.4552,98,High
USR-100292,2025-10-12,UK,Premium,Tablet,Organic,Checkout,Control,2366,12388,36317,0.0651,0.2566,0.6971,0.4599,0.3192,0.7681,43.71,5.97,0.498,0.611,42,Low
USR-100293,2025-01-05,India,Enterprise,Desktop,Referral,Recommendations,Variant B,4969,9205,26992,0.1841,0.3309,0.7809,0.5428,0.4107,0.6161,47.57,4.84,0.6958,0.9346,74,Medium
USR-100294,2025-08-01,India,Free,Mobile,Email,Search,Control,6817,16089,53116,0.1283,0.2207,0.6571,0.3938,0.2472,0.8515,67.98,3.92,0.6765,0.4274,46,Low
USR-100295,2025-05-21,India,Enterprise,Desktop,Social,AI Assistant,Variant A,2841,13649,37567,0.0756,0.1792,0.6179,0.394,0.2204,0.806,30.31,6.66,0.579,0.5732,46,Low
USR-100296,2025-02-27,India,Free,Tablet,Referral,AI Assistant,Variant A,5691,9562,32118,0.1772,0.2613,0.6248,0.4958,0.3667,0.746,41.53,4.56,0.7499,0.4273,94,High
USR-100297,2025-04-22,Germany,Premium,Desktop,Organic,Recommendations,Control,4482,8159,29381,0.1525,0.225,0.7105,0.5648,0.4778,0.5608,49.07,5.78,0.6556,0.7252,63,Medium
USR-100298,2025-03-02,UK,Enterprise,Tablet,Referral,Messaging,Variant B,7353,13235,31989,0.2299,0.2434,0.7033,0.5337,0.4287,0.6428,7.97,6.11,0.6939,0.51,100,High
USR-100299,2025-11-12,UK,Enterprise,Desktop,Social,AI Assistant,Variant B,2140,7525,26087,0.082,0.2266,0.8003,0.5341,0.3588,0.6939,39.2,1.43,0.5916,0.4523,32,Low
USR-100300,2025-03-28,India,Enterprise,Mobile,Paid Search,Recommendations,Variant A,3651,10445,34406,0.1061,0.2688,0.9191,0.7681,0.6022,0.4855,40.45,5.48,0.5788,0.8186,98,High
USR-100301,2025-01-31,UK,Free,Tablet,Referral,Recommendations,Control,3271,7349,21045,0.1554,0.2048,0.7615,0.5337,0.4358,0.6536,32.16,4.7,0.6881,0.7178,56,Medium
USR-100302,2025-03-14,USA,Enterprise,Mobile,Referral,AI Assistant,Variant A,5730,12132,44278,0.1294,0.1977,0.7433,0.6099,0.528,0.5086,34.07,5.92,0.5476,0.5368,73,Medium
USR-100303,2025-05-23,India,Free,Tablet,Organic,Recommendations,Variant A,6691,14737,49535,0.1351,0.2653,0.6484,0.4312,0.3267,0.6991,18.71,4.24,0.6917,0.8933,87,High
USR-100304,2025-11-22,Canada,Premium,Mobile,Referral,Checkout,Variant A,6440,14309,23459,0.2745,0.1807,0.6272,0.4207,0.2711,0.8191,38.01,2.99,0.6912,0.5438,93,High
USR-100305,2025-06-15,Canada,Enterprise,Desktop,Email,Search,Variant B,7785,14431,41566,0.1873,0.2874,0.8732,0.7347,0.5941,0.4376,25.47,4.51,0.5303,0.6777,95,High
USR-100306,2025-01-24,Germany,Premium,Mobile,Referral,Messaging,Control,1815,11344,17411,0.1042,0.3029,0.7259,0.5732,0.4424,0.6195,37.36,3.9,0.7723,0.7238,40,Low
USR-100307,2025-12-19,UK,Premium,Mobile,Email,Messaging,Control,2080,9025,24443,0.0851,0.2052,0.7903,0.6687,0.5164,0.5572,43.21,5.86,0.6058,0.7635,60,Medium
USR-100308,2025-01-27,USA,Enterprise,Mobile,Organic,Messaging,Variant B,4246,11251,31595,0.1344,0.3148,0.7025,0.5103,0.412,0.6935,36.74,6.94,0.5952,0.4753,79,High
USR-100309,2025-09-02,Germany,Free,Mobile,Email,Search,Variant B,1638,5812,25635,0.0639,0.2462,0.7964,0.5897,0.4129,0.6138,29.51,5.56,0.706,0.5062,91,High
USR-100310,2025-08-05,Germany,Free,Tablet,Organic,Search,Control,6685,10850,47156,0.1418,0.1662,0.7772,0.622,0.5069,0.5504,35.39,4.15,0.7509,0.5376,34,Low
USR-100311,2025-06-10,Canada,Free,Tablet,Social,Search,Control,4011,10913,24899,0.1611,0.3245,0.7981,0.6768,0.575,0.5112,35.18,5.19,0.6579,0.6803,73,Medium
USR-100312,2025-11-09,Canada,Enterprise,Tablet,Paid Search,Recommendations,Variant B,6324,11012,44854,0.141,0.2233,0.7449,0.5023,0.3639,0.7343,48.52,6.26,0.5185,0.5886,69,Medium
USR-100313,2025-11-12,Canada,Free,Tablet,Referral,Checkout,Control,6624,15872,35109,0.1887,0.3137,0.8316,0.5928,0.4958,0.5437,42.15,5.99,0.6258,0.6267,36,Low
USR-100314,2025-08-08,USA,Free,Tablet,Social,AI Assistant,Variant B,3576,7866,29104,0.1229,0.345,0.8043,0.542,0.4041,0.6791,36.71,3.13,0.531,0.72,60,Medium
USR-100315,2025-11-08,India,Enterprise,Mobile,Referral,Checkout,Variant B,3334,5773,30541,0.1092,0.2285,0.6795,0.5209,0.4194,0.6431,38.22,6.73,0.5374,0.8079,51,Medium
USR-100316,2025-11-27,Canada,Premium,Tablet,Social,Search,Control,1447,7368,44800,0.0323,0.2855,0.8018,0.5544,0.4472,0.642,39.38,5.11,0.4962,0.7458,74,Medium
USR-100317,2025-09-28,India,Premium,Desktop,Social,Messaging,Variant A,1098,9014,34754,0.0316,0.2191,0.7034,0.4723,0.3704,0.7091,49.87,3.1,0.6542,0.6738,41,Low
USR-100318,2025-08-30,USA,Premium,Mobile,Organic,Search,Control,7310,10505,16598,0.4404,0.2252,0.7749,0.6408,0.4909,0.5659,31.56,5.09,0.5834,0.6537,100,High
USR-100319,2025-07-23,Germany,Free,Tablet,Social,AI Assistant,Variant A,5150,11843,49679,0.1037,0.2331,0.744,0.5173,0.405,0.7048,33.39,6.44,0.6368,0.6274,78,High
USR-100320,2025-11-12,India,Free,Mobile,Social,Checkout,Control,2250,8796,19274,0.1167,0.2835,0.6479,0.5171,0.4276,0.6923,54.26,3.82,0.6395,0.6274,64,Medium
USR-100321,2025-07-20,Canada,Free,Mobile,Organic,Recommendations,Variant B,5804,8887,34214,0.1696,0.2551,0.7098,0.569,0.4868,0.5692,42.67,7.63,0.6965,0.3832,80,High
USR-100322,2025-03-01,Canada,Free,Mobile,Paid Search,Search,Variant B,4714,16689,25295,0.1864,0.2911,0.8197,0.5777,0.4938,0.6099,53.0,8.63,0.6873,0.6296,64,Medium
USR-100323,2025-03-25,UK,Free,Desktop,Paid Search,Checkout,Variant B,5066,12746,52021,0.0974,0.3417,0.8453,0.5668,0.4111,0.6531,26.54,7.81,0.65,0.3701,91,High
USR-100324,2025-03-02,India,Free,Desktop,Social,Search,Variant A,7319,9799,36754,0.1991,0.2784,0.614,0.4601,0.2805,0.8376,53.66,6.13,0.6653,0.8196,79,High
USR-100325,2025-09-12,India,Free,Desktop,Paid Search,Checkout,Variant A,4728,15096,43697,0.1082,0.2567,0.7008,0.4728,0.325,0.7323,65.48,5.21,0.6909,0.7812,32,Low
USR-100326,2025-02-22,USA,Free,Mobile,Organic,Recommendations,Control,5701,9590,29558,0.1929,0.2229,0.7109,0.4891,0.3492,0.6887,32.43,8.29,0.6862,0.6511,90,High
USR-100327,2025-07-06,Germany,Free,Desktop,Paid Search,Recommendations,Variant B,4137,8595,25323,0.1634,0.2862,0.8199,0.588,0.4242,0.6761,38.61,6.15,0.4076,0.5355,29,Low
USR-100328,2025-06-13,USA,Free,Mobile,Social,Search,Variant B,3222,6498,35930,0.0897,0.2721,0.6709,0.5066,0.3345,0.7438,13.65,7.09,0.5454,0.5576,40,Low
USR-100329,2025-07-25,USA,Enterprise,Desktop,Organic,Checkout,Variant A,1564,11184,34685,0.0451,0.3066,0.7557,0.4944,0.3485,0.6926,46.81,3.83,0.6816,0.4853,64,Medium
USR-100330,2025-04-13,UK,Enterprise,Desktop,Paid Search,AI Assistant,Variant A,3388,14625,39542,0.0857,0.2727,0.7892,0.5135,0.387,0.7177,35.45,4.38,0.6374,0.6263,56,Medium
USR-100331,2025-05-06,India,Premium,Tablet,Organic,Checkout,Control,2233,4337,36209,0.0617,0.2267,0.7293,0.5756,0.4727,0.5942,31.12,4.72,0.5895,0.5438,28,Low
USR-100332,2025-01-01,India,Free,Desktop,Referral,Search,Control,7217,15381,40534,0.178,0.2569,0.7688,0.6043,0.4445,0.6081,23.79,3.91,0.5795,0.493,38,Low
USR-100333,2025-03-14,India,Premium,Tablet,Email,Recommendations,Control,6829,13413,24509,0.2786,0.3285,0.6717,0.5417,0.4406,0.6603,32.22,3.62,0.6075,0.4527,30,Low
USR-100334,2025-02-13,Germany,Free,Tablet,Social,Search,Variant B,5757,9322,47445,0.1213,0.2887,0.6328,0.3842,0.2905,0.7876,21.68,5.23,0.4959,0.6972,42,Low
USR-100335,2025-08-11,UK,Premium,Tablet,Email,Checkout,Variant A,6426,10567,31084,0.2067,0.2177,0.7385,0.545,0.4344,0.6678,36.37,4.12,0.7491,0.5318,62,Medium
USR-100336,2025-08-20,India,Free,Mobile,Organic,Messaging,Control,3227,9054,18948,0.1703,0.3516,0.7888,0.5445,0.3783,0.6731,55.13,5.43,0.5153,0.5051,50,Medium
USR-100337,2025-08-19,UK,Free,Desktop,Email,Recommendations,Variant B,4817,11962,43603,0.1105,0.3451,0.7355,0.5367,0.4084,0.6954,51.32,4.58,0.4737,0.4413,40,Low
USR-100338,2025-05-16,UK,Enterprise,Tablet,Social,Search,Variant B,7983,11947,22872,0.349,0.3381,0.7236,0.5834,0.4838,0.6313,41.67,3.07,0.5819,0.95,45,Low
USR-100339,2025-04-21,Canada,Premium,Desktop,Social,Search,Variant B,7847,15217,29937,0.2621,0.1983,0.7796,0.5712,0.454,0.6322,41.03,3.33,0.5629,0.4544,36,Low
USR-100340,2025-12-13,Germany,Enterprise,Tablet,Social,Messaging,Variant A,3448,9710,26104,0.1321,0.2296,0.7077,0.4556,0.347,0.7657,38.94,5.96,0.582,0.4306,28,Low
USR-100341,2025-02-18,USA,Free,Mobile,Paid Search,Recommendations,Control,4785,8454,22615,0.2116,0.2334,0.8117,0.6778,0.5421,0.5624,30.56,6.02,0.5218,0.6822,40,Low
USR-100342,2025-07-10,USA,Free,Tablet,Referral,Messaging,Control,6622,9998,31960,0.2072,0.2804,0.7215,0.5616,0.4553,0.5648,42.15,5.84,0.7183,0.6833,34,Low
USR-100343,2025-02-17,USA,Free,Tablet,Referral,Recommendations,Variant A,7940,15372,28401,0.2796,0.2529,0.669,0.4928,0.4034,0.6652,24.89,4.06,0.6334,0.5519,30,Low
USR-100344,2025-09-12,Canada,Free,Desktop,Email,Recommendations,Variant A,1241,9511,42472,0.0292,0.1481,0.6128,0.3711,0.2757,0.793,65.15,2.82,0.7037,0.5252,47,Low
USR-100345,2025-03-18,India,Premium,Mobile,Organic,Checkout,Variant A,1283,7309,31649,0.0405,0.23,0.6734,0.4717,0.3302,0.7809,45.12,11.87,0.4433,0.8387,88,High
USR-100346,2025-07-16,India,Free,Desktop,Email,Recommendations,Control,2124,10992,29063,0.0731,0.2456,0.7572,0.6332,0.5083,0.5354,41.49,3.68,0.5448,0.4981,92,High
USR-100347,2025-10-06,UK,Premium,Desktop,Paid Search,Search,Variant B,7401,17341,44887,0.1649,0.3211,0.7108,0.5281,0.373,0.6595,27.77,6.49,0.6648,0.8573,97,High
USR-100348,2025-06-13,Germany,Enterprise,Desktop,Social,Messaging,Control,5891,11479,18399,0.3202,0.2512,0.7801,0.6495,0.5676,0.5351,59.47,5.43,0.5538,0.3993,60,Medium
USR-100349,2025-03-23,USA,Free,Tablet,Referral,Checkout,Variant B,1820,7880,28684,0.0635,0.2853,0.7518,0.5893,0.4482,0.6396,50.17,4.43,0.5389,0.7233,59,Medium
USR-100350,2025-03-30,USA,Enterprise,Tablet,Email,AI Assistant,Variant B,2442,8317,34157,0.0715,0.3038,0.8284,0.55,0.4388,0.6152,36.48,3.84,0.5444,0.3923,70,Medium
USR-100351,2025-10-16,UK,Free,Desktop,Organic,Search,Variant B,2164,13389,30725,0.0704,0.2366,0.6707,0.4021,0.3159,0.7133,42.54,3.25,0.6168,0.1313,88,High
USR-100352,2025-01-29,Germany,Free,Desktop,Social,Messaging,Variant B,2905,14762,34101,0.0852,0.2507,0.6422,0.4163,0.2612,0.8342,50.11,5.48,0.6553,0.6849,27,Low
USR-100353,2025-03-08,Canada,Enterprise,Tablet,Paid Search,Search,Control,3791,8698,34904,0.1086,0.2918,0.673,0.4872,0.367,0.7415,53.9,3.32,0.544,0.4887,32,Low
USR-100354,2025-09-27,USA,Premium,Desktop,Email,Messaging,Variant B,3989,7177,36660,0.1088,0.2336,0.6766,0.4878,0.3247,0.7073,41.21,8.11,0.605,0.3024,75,High
USR-100355,2025-03-22,India,Enterprise,Tablet,Email,Messaging,Control,6999,16156,53085,0.1318,0.299,0.6425,0.4531,0.3567,0.675,50.76,5.38,0.7111,0.4531,65,Medium
USR-100356,2025-12-07,UK,Free,Mobile,Organic,AI Assistant,Variant B,5824,10696,40493,0.1438,0.2872,0.752,0.5006,0.3639,0.7218,34.97,6.66,0.6473,0.656,64,Medium
USR-100357,2025-07-20,UK,Enterprise,Mobile,Social,Search,Variant B,7969,19266,26388,0.302,0.2689,0.6853,0.4911,0.3992,0.7189,59.23,6.22,0.6158,0.5482,48,Low
USR-100358,2025-09-12,UK,Free,Tablet,Organic,Checkout,Variant A,2152,9577,19676,0.1094,0.2124,0.7446,0.597,0.4602,0.5894,37.08,5.97,0.5755,0.5581,55,Medium
USR-100359,2025-08-17,USA,Premium,Desktop,Organic,Search,Variant B,1093,7438,26179,0.0418,0.2665,0.7219,0.5286,0.4259,0.6555,44.8,2.57,0.6966,0.5093,56,Medium
USR-100360,2025-01-25,Germany,Premium,Desktop,Social,Recommendations,Variant A,4161,13340,45842,0.0908,0.2553,0.8195,0.6434,0.5271,0.5735,22.91,4.12,0.6045,0.4523,46,Low
USR-100361,2025-02-21,USA,Free,Desktop,Organic,Checkout,Variant A,7789,17644,37427,0.2081,0.3217,0.7361,0.5807,0.4626,0.6382,32.24,7.16,0.4604,0.5217,45,Low
USR-100362,2025-05-14,Canada,Enterprise,Mobile,Social,Search,Variant A,1857,5072,32472,0.0572,0.2695,0.767,0.5619,0.4786,0.589,21.94,4.67,0.6228,0.588,46,Low
USR-100363,2025-06-23,Canada,Enterprise,Desktop,Paid Search,Search,Variant B,5866,15775,22806,0.2572,0.3462,0.7699,0.6389,0.5171,0.5145,46.54,5.47,0.5631,0.6136,80,High
USR-100364,2025-02-21,India,Enterprise,Tablet,Social,Checkout,Variant B,3712,9079,26529,0.1399,0.2957,0.617,0.4325,0.2691,0.8324,16.14,7.55,0.5728,0.5367,77,High
USR-100365,2025-12-05,Germany,Enterprise,Tablet,Referral,Messaging,Control,3306,10178,30745,0.1075,0.2065,0.6328,0.4047,0.2589,0.7681,21.17,4.53,0.6354,0.5301,37,Low
USR-100366,2025-01-28,India,Premium,Mobile,Organic,Search,Variant A,3955,6017,39040,0.1013,0.2553,0.7082,0.5613,0.3934,0.6823,38.2,2.52,0.6383,0.5416,36,Low
USR-100367,2025-04-16,UK,Premium,Desktop,Referral,Checkout,Control,2399,9180,19549,0.1227,0.3285,0.8258,0.6413,0.4861,0.587,27.74,8.29,0.672,0.663,85,High
USR-100368,2025-02-16,Germany,Premium,Mobile,Referral,Search,Variant A,6258,17172,47568,0.1316,0.2717,0.7251,0.5187,0.3542,0.7089,48.25,4.84,0.6624,0.509,48,Low
USR-100369,2025-05-15,India,Free,Mobile,Organic,Search,Variant A,4602,14221,36483,0.1261,0.3775,0.5801,0.4107,0.2734,0.7791,36.68,5.91,0.5409,0.7719,53,Medium
USR-100370,2025-12-09,India,Free,Desktop,Social,Recommendations,Control,3816,14687,46818,0.0815,0.3121,0.775,0.5035,0.3835,0.7148,39.03,4.63,0.7126,0.7432,100,High
USR-100371,2025-10-02,USA,Premium,Tablet,Organic,AI Assistant,Variant A,6628,16407,36850,0.1799,0.2822,0.6709,0.5153,0.4046,0.67,21.74,4.72,0.5859,0.3986,85,High
USR-100372,2025-10-20,Canada,Free,Mobile,Paid Search,Messaging,Variant A,5233,16596,31259,0.1674,0.2794,0.7551,0.6216,0.5023,0.5277,22.14,5.79,0.5801,0.5039,40,Low
USR-100373,2025-01-22,Canada,Enterprise,Desktop,Email,Search,Variant B,4468,7751,41284,0.1082,0.2303,0.7336,0.6073,0.4699,0.5894,39.02,4.5,0.6029,0.5744,50,Medium
USR-100374,2025-02-14,UK,Enterprise,Desktop,Organic,AI Assistant,Variant A,4179,15294,46335,0.0902,0.1734,0.8297,0.5539,0.4195,0.628,23.73,6.79,0.5907,0.697,95,High
USR-100375,2025-10-28,Canada,Enterprise,Tablet,Social,Search,Control,5280,14154,26528,0.199,0.2285,0.7442,0.556,0.3928,0.7078,28.09,3.99,0.6011,0.4455,78,High
USR-100376,2025-02-24,Germany,Premium,Desktop,Referral,AI Assistant,Variant A,5609,9263,33012,0.1699,0.3021,0.7178,0.5844,0.4833,0.6119,37.85,4.08,0.4554,0.4787,93,High
USR-100377,2025-11-08,Canada,Enterprise,Tablet,Referral,Search,Variant A,4875,7488,23773,0.2051,0.2937,0.5978,0.452,0.3148,0.7857,29.51,5.98,0.5733,0.4758,60,Medium
USR-100378,2025-07-22,UK,Free,Desktop,Email,Checkout,Variant A,3715,9607,17837,0.2083,0.2023,0.6349,0.4061,0.3204,0.7031,59.95,3.74,0.652,0.4093,85,High
USR-100379,2025-05-24,UK,Enterprise,Desktop,Email,Checkout,Control,7904,17958,29394,0.2689,0.2862,0.7205,0.4572,0.3475,0.6955,17.47,4.35,0.688,0.6573,54,Medium
USR-100380,2025-08-02,Germany,Enterprise,Desktop,Social,Checkout,Control,5955,9417,26733,0.2228,0.3089,0.7713,0.5878,0.4922,0.6016,57.62,3.26,0.5799,0.5491,81,High
USR-100381,2025-01-29,India,Premium,Mobile,Social,AI Assistant,Variant B,5221,9825,19125,0.273,0.2903,0.8069,0.5945,0.4279,0.621,69.94,4.15,0.4872,0.298,64,Medium
USR-100382,2025-01-15,USA,Premium,Mobile,Email,Messaging,Control,2423,7581,25735,0.0942,0.2956,0.627,0.3709,0.2707,0.8427,50.99,6.12,0.7276,0.6243,32,Low
USR-100383,2025-05-21,USA,Enterprise,Mobile,Paid Search,Checkout,Variant B,4017,13622,51725,0.0777,0.2932,0.6965,0.536,0.3694,0.6609,50.61,5.97,0.7047,0.4033,75,High
USR-100384,2025-09-08,India,Premium,Desktop,Paid Search,Checkout,Variant B,5866,15174,31812,0.1844,0.3434,0.8314,0.6022,0.4647,0.5982,50.85,3.9,0.6683,0.4244,85,High
USR-100385,2025-12-19,Canada,Enterprise,Mobile,Paid Search,Messaging,Control,1740,8410,15208,0.1144,0.2909,0.661,0.4215,0.3196,0.7064,41.97,3.52,0.5423,0.7674,74,Medium
USR-100386,2025-12-13,USA,Premium,Mobile,Paid Search,AI Assistant,Control,2693,9101,40938,0.0658,0.299,0.7377,0.5646,0.4381,0.5833,35.4,4.65,0.6161,0.5391,90,High
USR-100387,2025-01-05,Germany,Premium,Desktop,Email,Messaging,Variant A,2833,8968,33986,0.0834,0.3322,0.6076,0.4597,0.3501,0.7363,40.59,6.79,0.611,0.95,60,Medium
USR-100388,2025-08-27,USA,Enterprise,Tablet,Email,AI Assistant,Control,3475,14005,45032,0.0772,0.1766,0.8035,0.5367,0.416,0.6183,24.03,6.96,0.7621,0.6167,99,High
USR-100389,2025-11-28,USA,Premium,Mobile,Email,Checkout,Variant B,5864,17842,41367,0.1418,0.2656,0.7491,0.5209,0.3729,0.7417,25.67,3.99,0.7049,0.7955,63,Medium
USR-100390,2025-11-24,Canada,Enterprise,Mobile,Organic,AI Assistant,Control,3663,10199,32313,0.1134,0.2481,0.7428,0.5062,0.3938,0.6927,10.42,6.4,0.5492,0.6231,63,Medium
USR-100391,2025-07-26,Germany,Premium,Desktop,Referral,Recommendations,Variant B,6411,13647,27817,0.2305,0.3368,0.7006,0.4558,0.364,0.656,25.17,7.5,0.7036,0.6001,28,Low
USR-100392,2025-07-18,Canada,Enterprise,Tablet,Referral,Checkout,Variant B,7035,9613,27059,0.26,0.264,0.7732,0.5709,0.4824,0.5925,57.86,2.5,0.4989,0.4907,68,Medium
USR-100393,2025-09-17,Germany,Free,Tablet,Email,AI Assistant,Control,3459,8244,25114,0.1377,0.2459,0.7029,0.5674,0.4697,0.649,57.86,0.97,0.7122,0.6307,62,Medium
USR-100394,2025-04-04,Canada,Enterprise,Desktop,Referral,Checkout,Variant A,6568,14067,24919,0.2636,0.1996,0.6755,0.4911,0.3438,0.7444,26.91,4.52,0.5366,0.629,53,Medium
USR-100395,2025-07-10,Germany,Free,Tablet,Social,AI Assistant,Control,3134,14727,38997,0.0804,0.3466,0.7822,0.5501,0.3948,0.7125,62.66,5.2,0.5155,0.6474,84,High
USR-100396,2025-11-14,Germany,Enterprise,Desktop,Referral,Search,Control,1583,11319,29068,0.0545,0.3643,0.6791,0.4231,0.3235,0.7091,73.77,4.11,0.5417,0.5928,89,High
USR-100397,2025-03-19,Germany,Free,Desktop,Paid Search,Search,Variant B,2125,7406,34863,0.061,0.319,0.8767,0.7193,0.5755,0.5265,37.97,4.2,0.5226,0.7052,77,High
USR-100398,2025-09-07,Germany,Premium,Mobile,Paid Search,AI Assistant,Control,3724,8621,34160,0.109,0.3057,0.6473,0.3836,0.2226,0.8557,26.77,7.52,0.5685,0.9046,32,Low
USR-100399,2025-03-23,Germany,Premium,Desktop,Referral,Recommendations,Variant B,5010,8452,21932,0.2284,0.2899,0.6848,0.4758,0.3599,0.7512,23.63,7.29,0.5328,0.8243,80,High
USR-100400,2025-01-03,UK,Enterprise,Mobile,Organic,Search,Control,1309,12054,30122,0.0435,0.2458,0.8354,0.6494,0.4759,0.5692,41.05,3.54,0.603,0.6307,72,Medium
USR-100401,2025-11-17,Canada,Free,Desktop,Social,AI Assistant,Variant A,7009,13085,32913,0.213,0.2509,0.7103,0.5094,0.4132,0.6726,21.85,2.33,0.4665,0.3767,69,Medium
USR-100402,2025-06-06,Germany,Enterprise,Tablet,Social,AI Assistant,Variant A,2368,5437,13433,0.1763,0.2245,0.8572,0.6335,0.5474,0.554,40.42,6.07,0.8056,0.4987,63,Medium
USR-100403,2025-06-22,Canada,Free,Desktop,Organic,Messaging,Variant A,4552,8744,36205,0.1257,0.1702,0.8294,0.6553,0.5626,0.4966,45.08,3.96,0.7832,0.7586,87,High
USR-100404,2025-04-25,India,Free,Mobile,Email,Search,Variant B,6956,11105,29945,0.2323,0.2706,0.8016,0.6263,0.466,0.608,39.73,3.85,0.5937,0.7006,27,Low
USR-100405,2025-07-12,USA,Enterprise,Mobile,Organic,Search,Variant B,6245,12435,20619,0.3029,0.2215,0.7136,0.5694,0.4461,0.6335,45.08,7.73,0.7917,0.5193,31,Low
USR-100406,2025-08-02,Germany,Enterprise,Mobile,Paid Search,Search,Variant A,4639,12869,25968,0.1786,0.2846,0.7742,0.6099,0.4358,0.5966,45.83,3.82,0.6019,0.5061,95,High
USR-100407,2025-06-04,India,Enterprise,Mobile,Referral,Search,Variant B,4447,8101,47199,0.0942,0.3917,0.7719,0.5022,0.355,0.7131,28.55,4.51,0.7693,0.4552,59,Medium
USR-100408,2025-09-19,Germany,Free,Tablet,Paid Search,Checkout,Control,6888,10816,34343,0.2006,0.2325,0.7312,0.5153,0.3451,0.7132,33.89,2.74,0.6361,0.7613,39,Low
USR-100409,2025-09-25,USA,Enterprise,Desktop,Paid Search,Recommendations,Control,2652,10516,42369,0.0626,0.3171,0.7064,0.4977,0.3351,0.748,44.53,7.49,0.6518,0.5653,62,Medium
USR-100410,2025-06-19,India,Enterprise,Desktop,Paid Search,Search,Control,2921,4965,10800,0.2705,0.3736,0.7933,0.638,0.4954,0.5818,57.61,6.14,0.4864,0.5998,36,Low
USR-100411,2025-09-19,UK,Premium,Desktop,Organic,Search,Variant A,1614,5273,27043,0.0597,0.2304,0.7541,0.5634,0.4671,0.5713,31.31,3.07,0.5998,0.4959,54,Medium
